frame.number|frame.time|frame.time_delta|frame.time_relative|eth.src_resolved|eth.dst_resolved|eth.src|eth.dst|eth.type|ip.version|ip.hdr_len|ip.len|ip.id|ip.flags.df|ip.flags.mf|ip.flags.rb|ip.flags.sf|ip.dsfield.dscp|ip.dsfield.ecn|ip.tos|ip.ttl|ip.proto|ip.src|ip.dst|udp.srcport|udp.dstport|udp.length|tcp.flags.cwr|tcp.flags.ecn|tcp.flags.urg|tcp.flags.ack|tcp.flags.push|tcp.flags.reset|tcp.flags.syn|tcp.flags.fin|tcp.flags.res|tcp.flags.ns|tcp.payload|tcp.len|frame.len
11|Feb 24, 2020 16:24:17.356344000 CST|0.056017000|20.056217000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000806|||||||||||||||||||||||||||||||42
12|Feb 24, 2020 16:24:17.357653000 CST|0.001309000|20.057526000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000806|||||||||||||||||||||||||||||||60
13|Feb 24, 2020 16:24:21.215690000 CST|3.858037000|23.915563000|Wisol_39:25:6e|IPv4mcast_fb|70:2c:1f:39:25:6e|01:00:5e:00:00:fb|0x00000800|4|20|229|0x00009cc0|1|0|0||0|0||255|17|192.168.143.43|224.0.0.251|5353|5353|209|||||||||||||243
14|Feb 24, 2020 16:24:22.225652000 CST|1.009962000|24.925525000|Wisol_39:25:6e|IPv4mcast_fb|70:2c:1f:39:25:6e|01:00:5e:00:00:fb|0x00000800|4|20|229|0x00009d40|1|0|0||0|0||255|17|192.168.143.43|224.0.0.251|5353|5353|209|||||||||||||243
15|Feb 24, 2020 16:24:24.295658000 CST|2.070006000|26.995531000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|576|0x0000eea0|1|0|0||0|0||64|17|192.168.143.43|192.168.143.1|68|67|556|||||||||||||590
16|Feb 24, 2020 16:24:24.358183000 CST|0.062525000|27.058056000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|328|0x000044a5|1|0|0||0|0||64|17|192.168.143.1|192.168.143.43|67|68|308|||||||||||||342
17|Feb 24, 2020 16:24:29.000612000 CST|4.642429000|31.700485000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|61|0x00009188|1|0|0||0|0||64|17|192.168.143.43|8.8.8.8|42049|53|41|||||||||||||75
18|Feb 24, 2020 16:24:29.000875000 CST|0.000263000|31.700748000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|61|0x00009189|1|0|0||0|0||64|17|192.168.143.43|8.8.8.8|56319|53|41|||||||||||||75
19|Feb 24, 2020 16:24:29.004174000 CST|0.003299000|31.704047000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|198|0x000007ab|0|0|0||0|0||117|17|8.8.8.8|192.168.143.43|53|56319|178|||||||||||||212
20|Feb 24, 2020 16:24:29.007230000 CST|0.003056000|31.707103000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|66|0x0000918b|1|0|0||0|0||64|17|192.168.143.43|8.8.8.8|53408|53|46|||||||||||||80
21|Feb 24, 2020 16:24:29.037058000 CST|0.029828000|31.736931000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|229|0x00007d2f|0|0|0||0|0||117|17|8.8.8.8|192.168.143.43|53|53408|209|||||||||||||243
22|Feb 24, 2020 16:24:29.038459000 CST|0.001401000|31.738332000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|154|0x0000f894|0|0|0||0|0||118|17|8.8.8.8|192.168.143.43|53|42049|134|||||||||||||168
23|Feb 24, 2020 16:24:29.041199000 CST|0.002740000|31.741072000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|60|0x0000dc1e|1|0|0||0|0||64|6|192.168.143.43|23.78.211.104||||0|0|0|0|0|0|1|0|0|0||0|74
24|Feb 24, 2020 16:24:29.067080000 CST|0.025881000|31.766953000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|60|0x00000000|1|0|0||0|0||51|6|23.78.211.104|192.168.143.43||||0|0|0|1|0|0|1|0|0|0||0|74
25|Feb 24, 2020 16:24:29.070427000 CST|0.003347000|31.770300000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|52|0x0000dc1f|1|0|0||0|0||64|6|192.168.143.43|23.78.211.104||||0|0|0|1|0|0|0|0|0|0||0|66
26|Feb 24, 2020 16:24:29.101959000 CST|0.031532000|31.801832000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|569|0x0000dc20|1|0|0||0|0||64|6|192.168.143.43|23.78.211.104||||0|0|0|1|1|0|0|0|0|0|1603010200010001fc0303652a32817d04d88bea7d7cb5cb0bf915b1298c6552da7dfd1a9b04052e3946c500008ac030c02cc028c024c014c00a00a500a300a1009f006b006a006900680039003800370036c032c02ec02ac026c00fc005009d003d0035c02fc02bc027c023c013c00900a400a200a0009e00670040003f003e0033003200310030009a009900980097c031c02dc029c025c00ec004009c003c002f0096c012c008001600130010000dc00dc003000a00ff0100014900000014001200000f6170692e776561746865722e636f6d000b000403000102000a001c001a00170019001c001b0018001a0016000e000d000b000c0009000a000d0020001e060106020603050105020503040104020403030103020303020102020203000f000101337400000010000b000908687474702f312e31001500c9000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|517|583
27|Feb 24, 2020 16:24:29.127067000 CST|0.025108000|31.826940000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|52|0x00002f72|1|0|0||0|0||51|6|23.78.211.104|192.168.143.43||||0|0|0|1|0|0|0|0|0|0||0|66
28|Feb 24, 2020 16:24:29.128974000 CST|0.001907000|31.828847000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|3765|0x00002f73|1|0|0||0|0||51|6|23.78.211.104|192.168.143.43||||0|0|0|1|1|0|0|0|0|0|160303006c020000680303200fa7c0a7349ea088c802f0956f73c30be16566a3c2f66a5ad00092e09c66d220ff25a2902eb68e908d2714976b7fe824d5f1650f69bc4f7d404d1d2396d58349c030000020ff0100010000000000000b0004030001020010000b000908687474702f312e311603030cb00b000cac000ca900080b30820807308206efa003020102021003580dc34f78b1e7c763ef62773f5ae8300d06092a864886f70d01010b0500304d310b300906035504061302555331153013060355040a130c446967694365727420496e63312730250603550403131e446967694365727420534841322053656375726520536572766572204341301e170d3230303132303030303030305a170d3231303131393132303030305a30818a310b30090603550406130255533110300e0603550408130747656f72676961311330110603550407130a42726f6f6b686176656e31283026060355040a131f5457432050726f6475637420616e6420546563686e6f6c6f67792c204c4c433110300e060355040b13074469676974616c311830160603550403130f7777772e776561746865722e636f6d30820122300d06092a864886f70d01010105000382010f003082010a02820101009b765273e8f4f32779d02773fde188946d6bae949f7b500cbc05f2bd49ed6ffb91352f027a03cbecbfcc174a49252ec108c2e0665c1ddbac6ccb0d0b7651bb0470b8386abb55ae7541aa978f734be106709a505e59b9c013b6a0114941673ac908f9f258c33edc3b02d6e21cef0d1e89500fedfe5f439fc2f8d287658d32da984e729dc9855c0534eff847f112e6fa78a7a435b5d3ea1f49c0de05a18bc66a9336e2fb79a310d4c387af65f17cab038d07a2746542d6fcee311030504b95a803d88bddce151180661c5ad0a4f12cf3c333172a390ee34dff7d287830bb76c9798d6a24f3874d05fb914cd193cee6a1cbdf2492afea959507d551eade54197f0b0203010001a38204a33082049f301f0603551d230418301680140f80611c823161d52f28e78d4638b42ce1c6d9e2301d0603551d0e041604140df12f753cebf57f4808eea5825b6a169fe5a97e308201df0603551d11048201d6308201d2820f7777772e776561746865722e636f6d820b776561746865722e636f6d820d2a2e776561746865722e636f6d82117374672e6372617a696d616c732e636f6d82092a2e7773692e636f6d82077773692e636f6d82182a2e6465762e636f676164732e776561746865722e636f6d8222727174636c6f75642d7765622d70726f642e6d6178636c6f75642e7773692e636f6d820a2a2e777875672e636f6d82112a2e77667874726967676572732e636f6d82187777772e627573696e6573732e776561746865722e636f6d82142a2e636f676164732e776561746865722e636f6d82172a2e71612e636f676164732e776561746865722e636f6d82132a2e6d656469612e776561746865722e636f6d821077756e64657267726f756e642e636f6d8206772d782e636f8221727174636c6f75642d7765622d6465762e6d6178636c6f75642e7773692e636f6d820d6372617a696d616c732e636f6d82122a2e77756e64657267726f756e642e636f6d82102a2e6167746563682e69626d2e636f6d82117777772e6372617a696d616c732e636f6d82082a2e772d782e636f8208777875672e636f6d820a2a2e696d77782e636f6d8208696d77782e636f6d82122a2e66617374646174612e69626d2e636f6d300e0603551d0f0101ff0404030205a0301d0603551d250416301406082b0601050507030106082b06010505070302306b0603551d1f04643062302fa02da02b8629687474703a2f2f63726c332e64696769636572742e636f6d2f737363612d736861322d67362e63726c302fa02da02b8629687474703a2f2f63726c342e64696769636572742e636f6d2f737363612d736861322d67362e63726c304c0603551d2004453043303706096086480186fd6c0101302a302806082b06010505070201161c68747470733a2f2f7777772e64696769636572742e636f6d2f4350533008060667810c010202307c06082b060105050701010470306e302406082b060105050730018618687474703a2f2f6f6373702e64696769636572742e636f6d304606082b06010505073002863a687474703a2f2f636163657274732e64696769636572742e636f6d2f44696769436572745348413253656375726553657276657243412e63727430090603551d130402300030820105060a2b06010401d6790204020481f60481f300f1007700a4b90990b418581487bb13a2cc67700a3c359804f91bdfb8e377cd0ec80ddc100000016fc42add050000040300483046022100cd3419e983858a2211beb16271450fa839d78d905ea1b57470d79d85068a7197022100bc4edfde738e5ff5f738bc14738f179233ba7bef4069d9c83ee22c48a4f465f60076004494652eb0eeceafc44007d8a8fe28c0dae682bed8cb31b53fd33396b5b681a80000016fc42adcb30000040300473045022100ccf8f6f01ddc2ed0cda674af29c315ccc1e69be82d65eb6cd20c4fa3277404f9022076c2592cb4958430ba568fe882e9ae3f5522d3df95632be296d66abe67d9cc84300d06092a864886f70d01010b050003820101008c4d15d89301c494f7bef4096f610457d2682c947049e72fbbbf9ce2af484db5f91582d66b49a9113a87b0585352357340fb3307115703191c3b9bf62a489eb47192883b40a9e50838f7eafb249ec1be8e0d4c076275e49f430420cff30460b7b82f661cac30e701ffa4c5684b27971a8c4ccea77f9f4e138fc27efe7e10e3e04bf5d815cdbd426e9010a0fa4e6dce99736146a8fc36454502d59b26ede332846a1db9c8ff11fb35cc19dcc7dd9dcc4232a4da53370f4c2af3d3c42d466495920c84750c93989c95ea342be2fd306d5e263d8a6a3b3b94d8bca06939dc1ca881eaca722ca459a5ac55b023b341e1ad8a34586ca8ec3e0db7c7d69a2c8f51e501000498308204943082037ca003020102021001fda3eb6eca75c888438b724bcfbc91300d06092a864886f70d01010b05003061310b300906035504061302555331153013060355040a130c446967694365727420496e6331193017060355040b13107777772e64696769636572742e636f6d3120301e06035504031317446967694365727420476c6f62616c20526f6f74204341301e170d3133303330383132303030305a170d3233303330383132303030305a304d310b300906035504061302555331153013060355040a130c446967694365727420496e63312730250603550403131e44696769436572742053484132205365637572652053657276657220434130820122300d06092a864886f70d01010105000382010f003082010a0282010100dcae58904dc1c4301590355b6e3c8215f52c5cbde3dbff7143fa642580d4ee18a24df066d00a736e1198361764af379dfdfa4184afc7af8cfe1a734dcf339790a2968753832bb9a675482d1d56377bda31321ad7acab06f4aa5d4bb74746dd2a93c3902e798080ef13046a143bb59b92bec207654efcdafcff7aaedc5c7e55310ce83907a4d7be2fd30b6ad2b1df5ffe5774533b3580ddae8e4498b39f0ed3dae0d7f46b29ab44a74b58846d924b81c3da738b129748900445751add37319792e8cd540d3be4c13f395e2eb8f35c7e108e8641008d456647b0a165cea0aa29094ef397ebe82eab0f72a7300efac7f4fd1477c3a45b2857c2b3f982fdb745589b0203010001a382015a3082015630120603551d130101ff040830060101ff020100300e0603551d0f0101ff040403020186303406082b0601050507010104283026302406082b060105050730018618687474703a2f2f6f6373702e64696769636572742e636f6d307b0603551d1f047430723037a035a0338631687474703a2f2f63726c332e64696769636572742e636f6d2f4469676943657274476c6f62616c526f6f7443412e63726c3037a035a0338631687474703a2f2f63726c342e64696769636572742e636f6d2f4469676943657274476c6f62616c526f6f7443412e63726c303d0603551d200436303430320604551d2000302a302806082b06010505070201161c68747470733a2f2f7777772e64696769636572742e636f6d2f435053301d0603551d0e041604140f80611c823161d52f28e78d4638b42ce1c6d9e2301f0603551d2304183016801403de503556d14cbb66f0a3e21b1bc397b23dd155300d06092a864886f70d01010b05000382010100233edf4bd23142a5b67e425c1a44cc69d168b45d4be004216c4be26dccb1e0978fa65309cdaa2a65e5394f1e83a56e5c98a22426e6fba1ed93c72e02c64d4abfb042df78dab3a8f96dff21855336604c76ceec38dcd65180f0c5d6e5d44d2764ab9bc73e71fb4897b8336dc91307ee96a21b1815f65c4c40edb3c2ecff71c1e347ffd4b900b43742da20c9ea6e8aee1406ae7da2599888a81b6f2df4f2c9145f26cf2c8d7eed37c0a9d539b982bf190cea34af002168f8ad73e2c932da38250b55d39a1df06886ed2e4134ef7ca5501dbf3af9d3c1080ce6ed1e8a5825e4b877ad2d6ef552ddb4748fab492e9d3b9334281f78ce94eac7bdd3c96d1cde5c32f3160303014d0c000149030017410487caf20e40d8e8ea1c30bacd081b9e16ccd3a79c753c9d934195d3428a334bc5d09bda66874afadc33abf0c053b301c5c4d2f4afe3b403ea19111f2d79e790420401010064ffb84248b59d7c307772e1345969a63cecafa3d655cd11507f75544de4c4be33ffa2d2d5282b7241f45f395673a31f20f0b4934115d2f39e90a71e2d15982899e7785b81426321e072e5281b5c8c000bd9c0c83e7042701aa2d8b77a999f517dd9a41df96039a5d1518eeaa88d5e740824d8f3c20c13025e4e00dc11de05b383188f505fe3eeef599c01bbd7d061958070e473699d9d32e0294bfabc3ff90861e94eb5c573df938f29d4e4071fc69607465d81c4ed35b1822106b0b40284078d478499d9e88880e2a77c2e23bf914cc65817797b9020b6d1ace060c099878a5f3f5d302373a7fa1b327d91cdb599cba1ba1c7080b83f2c2a838b15a0ff219a16030300040e000000|3713|3779
29|Feb 24, 2020 16:24:29.137488000 CST|0.008514000|31.837361000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|52|0x0000dc21|1|0|0||0|0||64|6|192.168.143.43|23.78.211.104||||0|0|0|1|0|0|0|0|0|0||0|66
30|Feb 24, 2020 16:24:29.137661000 CST|0.000173000|31.837534000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|52|0x0000dc22|1|0|0||0|0||64|6|192.168.143.43|23.78.211.104||||0|0|0|1|0|0|0|0|0|0||0|66
31|Feb 24, 2020 16:24:29.137756000 CST|0.000095000|31.837629000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|52|0x0000dc23|1|0|0||0|0||64|6|192.168.143.43|23.78.211.104||||0|0|0|1|0|0|0|0|0|0||0|66
32|Feb 24, 2020 16:24:29.152713000 CST|0.014957000|31.852586000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|178|0x0000dc24|1|0|0||0|0||64|6|192.168.143.43|23.78.211.104||||0|0|0|1|1|0|0|0|0|0|16030300461000004241042601c817f0c6c9aa86230a497bd7f42bbe63a9da7d2a539d68fef5633985c665f06275f0147b7421e3ead8632c94ad70e4d796eff741d68f90e5d8b474eadc0414030300010116030300285dc28662850376b86a18fe9a6fb9d75c6c6fa3a292528300db7dc834b6fa481e59e4808b254b19d9|126|192
33|Feb 24, 2020 16:24:29.178232000 CST|0.025519000|31.878105000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|103|0x00002f76|1|0|0||0|0||51|6|23.78.211.104|192.168.143.43||||0|0|0|1|1|0|0|0|0|0|1403030001011603030028d38d5ba184d2d82de3891f0a758ad8099f256bf00b3c49272679fc797f040854887c839b221e845c|51|117
34|Feb 24, 2020 16:24:29.182785000 CST|0.004553000|31.882658000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|338|0x0000dc25|1|0|0||0|0||64|6|192.168.143.43|23.78.211.104||||0|0|0|1|1|0|0|0|0|0|17030301195dc28662850376b964fbdf3bbcc311311b56b442e7301d45fe58483cb447161f822d95bb84fcbf016cf86f6748daba3717f34b76b03d17980a007b5e0ecbf10e8b64c9aa9cc9e5ea34e736ee77600c3c2ccab7b1600ae07717527dd164744da7f0c8da6f16e9f7464016331dcce2947a995c4025045c60ae183e01d84dccdb0d11a37da3ec6ecebb66e20d31ff143e88c3761415e408072fc59ca5e93eb4159a1784d5066a5008ce0eccd83cfb86f9ee08136338945aab35a0ef2c494db663116d06b87a1028776fcb14dc347c58de5578f254c721a79e6b4fab7ddb5759882bd17453ac15192e11e39503a59d047193d43ccfb098c5ff53d722b6ec56b03b5e52fb0ced0671bb1fffee8492d896fde0ce5bf4b6b75dd9ed56|286|352
35|Feb 24, 2020 16:24:29.257227000 CST|0.074442000|31.957100000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|52|0x00002f77|1|0|0||0|0||51|6|23.78.211.104|192.168.143.43||||0|0|0|1|0|0|0|0|0|0||0|66
36|Feb 24, 2020 16:24:29.312929000 CST|0.055702000|32.012802000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|543|0x00002f78|1|0|0||0|0||51|6|23.78.211.104|192.168.143.43||||0|0|0|1|1|0|0|0|0|0|17030301e6d38d5ba184d2d82ea68f337225a8896c9da5901dc313db2a168183a2db938a62a6f6f5ac1dd9a96eaa8cbea9f18572ebca4ebc851d68afe106c4ec52a7ec3924ce03b09620f8d6b5049fa666052901eaab3534c59940c2d922c73aaff1b43e191f7b9fe729d39ba3768a5ed8f5622cbd28465266dc1aff63144626f33401f769b9504286cdd5b6d87d2be296ae414d29f932c162fd6585a40a0c59c7fc2fc585d5140bdbfb1a92da0300337d859ec48c1668d3d8ba2cc2557a92e7105118abe2f5ba4bbd779874ed3ebd4e8483cd1b7ff8d94cfa505bd18617ca816cd6ab8190d47c2b731a29d678ec158b0e3d24b5b84cd7ba9816843d41d501859cd1c2419247b788508eb6d66d65ac29d64ad7d5b5cb3f1d5baafa6dcecb445a68590c9b8423caca2faa18ff58614b9fc632517f07601bad03ff1170d08fee02f8e1158c3d346e9a9f56e40ca66c3f931da566b5dbb7f98758edc2df045d8591fa08459adb7289bf7750f7c2f8718c6b80df027ebbdaa65c9b05340abf56a7cfa24e8df46fa531f3ab70014697bfcd883002aeacd56febfe42533f430a26d87fd4dedf0582d70a875a7e1e22bdd1d78a5c6b071f44510beb4a82ea96301bb65b9519cd8a805517733638ba26429cb77f110f3b5cd87ae9ec832179da6fb556f449e8ed4134a48e84dc79c4|491|557
