frame.number|frame.time|frame.time_delta|frame.time_relative|eth.src_resolved|eth.dst_resolved|eth.src|eth.dst|eth.type|ip.version|ip.hdr_len|ip.len|ip.id|ip.flags.df|ip.flags.mf|ip.flags.rb|ip.flags.sf|ip.dsfield.dscp|ip.dsfield.ecn|ip.tos|ip.ttl|ip.proto|ip.src|ip.dst|udp.srcport|udp.dstport|udp.length|tcp.flags.cwr|tcp.flags.ecn|tcp.flags.urg|tcp.flags.ack|tcp.flags.push|tcp.flags.reset|tcp.flags.syn|tcp.flags.fin|tcp.flags.res|tcp.flags.ns|tcp.payload|tcp.len|frame.len
16|Feb 24, 2020 16:11:16.392301000 CST|0.016899000|26.368584000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|139|0x0000769b|0|0|0||0|0||117|17|8.8.8.8|192.168.143.43|53|57408|119|||||||||||||153
17|Feb 24, 2020 16:11:16.395294000 CST|0.002993000|26.371577000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|60|0x0000359f|1|0|0||0|0||64|6|192.168.143.43|104.17.128.1||||0|0|0|0|0|0|1|0|0|0||0|74
18|Feb 24, 2020 16:11:16.399838000 CST|0.004544000|26.376121000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|52|0x00000000|1|0|0||0|0||55|6|104.17.128.1|192.168.143.43||||0|0|0|1|0|0|1|0|0|0||0|66
19|Feb 24, 2020 16:11:16.411593000 CST|0.011755000|26.387876000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|40|0x000035a0|1|0|0||0|0||64|6|192.168.143.43|104.17.128.1||||0|0|0|1|0|0|0|0|0|0||0|60
20|Feb 24, 2020 16:11:16.470254000 CST|0.058661000|26.446537000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|557|0x000035a1|1|0|0||0|0||64|6|192.168.143.43|104.17.128.1||||0|0|0|1|1|0|0|0|0|0|1603010200010001fc0303287aa493a3dc1f3914247216d69f127f881336be63e1fd000b8bac473e9f9cf700008ac030c02cc028c024c014c00a00a500a300a1009f006b006a006900680039003800370036c032c02ec02ac026c00fc005009d003d0035c02fc02bc027c023c013c00900a400a200a0009e00670040003f003e0033003200310030009a009900980097c031c02dc029c025c00ec004009c003c002f0096c012c008001600130010000dc00dc003000a00ff0100014900000013001100000e6f617574682e72696e672e636f6d000b000403000102000a001c001a00170019001c001b0018001a0016000e000d000b000c0009000a000d0020001e060106020603050105020503040104020403030103020303020102020203000f000101337400000010000b000908687474702f312e31001500ca00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|517|571
21|Feb 24, 2020 16:11:16.474531000 CST|0.004277000|26.450814000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|40|0x0000cd79|1|0|0||0|0||55|6|104.17.128.1|192.168.143.43||||0|0|0|1|0|0|0|0|0|0||0|54
22|Feb 24, 2020 16:11:16.478651000 CST|0.004120000|26.454934000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|3014|0x0000cd7a|1|0|0||0|0||55|6|104.17.128.1|192.168.143.43||||0|0|0|1|1|0|0|0|0|0|160303006a0200006603035e544a0457b627473d5789fca8f17179826461bc79ef0960e3c1ce97146773d120c3e9932fb79abfca619114f53c98056c27803f8ff2f27beeaa1a90d03b35c3c7c02f00001e00000000ff01000100000b000201000010000b000908687474702f312e3116030309cf0b0009cb0009c800052a308205263082040ea00302010202100776f89f17e0f336fcf9b275fa1be2e7300d06092a864886f70d01010b0500304d310b300906035504061302555331153013060355040a130c446967694365727420496e63312730250603550403131e446967694365727420534841322053656375726520536572766572204341301e170d3137303630373030303030305a170d3230303832363132303030305a3072310b3009060355040613025553311330110603550408130a43616c69666f726e6961311530130603550407130c53616e7461204d6f6e69636131223020060355040a1319426f7420486f6d65204175746f6d6174696f6e2c20496e632e3113301106035504030c0a2a2e72696e672e636f6d30820122300d06092a864886f70d01010105000382010f003082010a0282010100bd807be80e7a69e57c8341421b741f584bb5c050262024770e74d8510d1e8a196bcb5d33f9d765ee133653f32115fb018d9d7debb5e67afa006ef44cb81045c7b9c175b503afef8ec28dede9f1306a62ab281845f02fa1212892137884f0d4a1e83dc79ca2438f91d01b39776a41f050930cc86dfb4e8c59ae2104599e2ae267ed37e758112ce0528812451253347a62291cae1b8d6b527d29bf550f29418f90417c38d31c7e97322f1afcfe673c0a93e758126a758dd56a549396ebe5f1676389b76b5b845eb728e09934093fc57dc12ae9c42a15d691ca84faa381d2c2568a13ed83d882a1a8ce42cf8f82c754007d8c5e81d6c60f24e77bee869f74685c350203010001a38201db308201d7301f0603551d230418301680140f80611c823161d52f28e78d4638b42ce1c6d9e2301d0603551d0e0416041492a1807a5f44cf225cb598abf40c998f42524aff301f0603551d1104183016820a2a2e72696e672e636f6d820872696e672e636f6d300e0603551d0f0101ff0404030205a0301d0603551d250416301406082b0601050507030106082b06010505070302306b0603551d1f04643062302fa02da02b8629687474703a2f2f63726c332e64696769636572742e636f6d2f737363612d736861322d67352e63726c302fa02da02b8629687474703a2f2f63726c342e64696769636572742e636f6d2f737363612d736861322d67352e63726c304c0603551d2004453043303706096086480186fd6c0101302a302806082b06010505070201161c68747470733a2f2f7777772e64696769636572742e636f6d2f4350533008060667810c010202307c06082b060105050701010470306e302406082b060105050730018618687474703a2f2f6f6373702e64696769636572742e636f6d304606082b06010505073002863a687474703a2f2f636163657274732e64696769636572742e636f6d2f44696769436572745348413253656375726553657276657243412e637274300c0603551d130101ff04023000300d06092a864886f70d01010b0500038201010024be751edcff922754af33381ab01cdf7728b05a05046fb22d61440e628f72a59dc5c242189555d4ca7a9393a8412a2b8ba3af0d49bf0769e8d0e3d0467b5db2b321aecf00c16d88fbc30e40a3ad046c7e4184d67206f6816ed7a4f55eaed7aed140b3076268c6732ded3803ba8474170724771c3e6af8363e38593ab07216e7cb763aee3257c9d7dc2012634bc267809028dffc02b5f93201467ac604cae796422e92bd57a627299c01f4ce701d81f29f7020084f670a9fb6069d825f2cc47cad7d389dbc85704aa74f42b72d6404519675ec7f81159fafd405b6f44b1c611a05b909bdfb59f0639e2e752e6b853486752532ff87e4802c091922563ef7d58a000498308204943082037ca003020102021001fda3eb6eca75c888438b724bcfbc91300d06092a864886f70d01010b05003061310b300906035504061302555331153013060355040a130c446967694365727420496e6331193017060355040b13107777772e64696769636572742e636f6d3120301e06035504031317446967694365727420476c6f62616c20526f6f74204341301e170d3133303330383132303030305a170d3233303330383132303030305a304d310b300906035504061302555331153013060355040a130c446967694365727420496e63312730250603550403131e44696769436572742053484132205365637572652053657276657220434130820122300d06092a864886f70d01010105000382010f003082010a0282010100dcae58904dc1c4301590355b6e3c8215f52c5cbde3dbff7143fa642580d4ee18a24df066d00a736e1198361764af379dfdfa4184afc7af8cfe1a734dcf339790a2968753832bb9a675482d1d56377bda31321ad7acab06f4aa5d4bb74746dd2a93c3902e798080ef13046a143bb59b92bec207654efcdafcff7aaedc5c7e55310ce83907a4d7be2fd30b6ad2b1df5ffe5774533b3580ddae8e4498b39f0ed3dae0d7f46b29ab44a74b58846d924b81c3da738b129748900445751add37319792e8cd540d3be4c13f395e2eb8f35c7e108e8641008d456647b0a165cea0aa29094ef397ebe82eab0f72a7300efac7f4fd1477c3a45b2857c2b3f982fdb745589b0203010001a382015a3082015630120603551d130101ff040830060101ff020100300e0603551d0f0101ff040403020186303406082b0601050507010104283026302406082b060105050730018618687474703a2f2f6f6373702e64696769636572742e636f6d307b0603551d1f047430723037a035a0338631687474703a2f2f63726c332e64696769636572742e636f6d2f4469676943657274476c6f62616c526f6f7443412e63726c3037a035a0338631687474703a2f2f63726c342e64696769636572742e636f6d2f4469676943657274476c6f62616c526f6f7443412e63726c303d0603551d200436303430320604551d2000302a302806082b06010505070201161c68747470733a2f2f7777772e64696769636572742e636f6d2f435053301d0603551d0e041604140f80611c823161d52f28e78d4638b42ce1c6d9e2301f0603551d2304183016801403de503556d14cbb66f0a3e21b1bc397b23dd155300d06092a864886f70d01010b05000382010100233edf4bd23142a5b67e425c1a44cc69d168b45d4be004216c4be26dccb1e0978fa65309cdaa2a65e5394f1e83a56e5c98a22426e6fba1ed93c72e02c64d4abfb042df78dab3a8f96dff21855336604c76ceec38dcd65180f0c5d6e5d44d2764ab9bc73e71fb4897b8336dc91307ee96a21b1815f65c4c40edb3c2ecff71c1e347ffd4b900b43742da20c9ea6e8aee1406ae7da2599888a81b6f2df4f2c9145f26cf2c8d7eed37c0a9d539b982bf190cea34af002168f8ad73e2c932da38250b55d39a1df06886ed2e4134ef7ca5501dbf3af9d3c1080ce6ed1e8a5825e4b877ad2d6ef552ddb4748fab492e9d3b9334281f78ce94eac7bdd3c96d1cde5c32f3160303014d0c0001490300174104f5d961b6362e81e41364e20009bd431ffca91d3f92bd5c68baf0c64d28e240a2dc3a72bd6faed01cd622bf0a3ab3476361a15a459375a37169affa5fe0bae2280401010079a9917d7ddf77c90445f93dfd0754d2067ec27c24fc9f3d635ae1fa1b679aa7609a71f7d0bb63a4eaa13a2dce5c99b08f863adea21df40d20df6fe62d855e06dc76d7912f6c5f9c0c308c1b2cdd5b227c5798603714f1518448b9b5a3610f5c374f6ffdd89e630e1f30f1e70bd4c6c2823bff25cb8d263c8d5d26a6651ae87c9e058762a933a6ce8d5f75e4ab7cfdd18951a177c98b91a7f906421f0731fcba0b81477da2f6a4df0c0447d3f102176ed5855dc33152cb8844cf3fdcf362d27db2a67f700325c460ee8dde0f6e29609a63ff560c61187813fb7540fd9c13ec652e19d6e62660de20c985e78ceeae80d0dacb90c9d748403a8dd3d60d522e2b3416030300040e000000|2974|3028
23|Feb 24, 2020 16:11:16.485631000 CST|0.006980000|26.461914000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|40|0x000035a2|1|0|0||0|0||64|6|192.168.143.43|104.17.128.1||||0|0|0|1|0|0|0|0|0|0||0|60
24|Feb 24, 2020 16:11:16.485805000 CST|0.000174000|26.462088000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|40|0x000035a3|1|0|0||0|0||64|6|192.168.143.43|104.17.128.1||||0|0|0|1|0|0|0|0|0|0||0|60
25|Feb 24, 2020 16:11:16.485905000 CST|0.000100000|26.462188000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|40|0x000035a4|1|0|0||0|0||64|6|192.168.143.43|104.17.128.1||||0|0|0|1|0|0|0|0|0|0||0|60
26|Feb 24, 2020 16:11:16.513970000 CST|0.028065000|26.490253000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|166|0x000035a5|1|0|0||0|0||64|6|192.168.143.43|104.17.128.1||||0|0|0|1|1|0|0|0|0|0|16030300461000004241048c27c2017dd1b62d51bd98b010c2c692ed86040ac5bb151ffa2a5e40e385e0763df78775978d559f635ae31967b0fda486afdb0fb51d54d010a866949b245b3f14030300010116030300282f413be20993d8b47a36dbf0234b61772df8c11131f924de91b4cae02110301de023d34a01a6efe5|126|180
27|Feb 24, 2020 16:11:16.518177000 CST|0.004207000|26.494460000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|40|0x0000cd7d|1|0|0||0|0||55|6|104.17.128.1|192.168.143.43||||0|0|0|1|0|0|0|0|0|0||0|54
28|Feb 24, 2020 16:11:16.519030000 CST|0.000853000|26.495313000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|91|0x0000cd7e|1|0|0||0|0||55|6|104.17.128.1|192.168.143.43||||0|0|0|1|1|0|0|0|0|0|140303000101160303002800000000000000003a7fad75dcadd680c632f49c2649aba9f822b3530f21cae834e4f8a98098ed3f|51|105
29|Feb 24, 2020 16:11:16.522879000 CST|0.003849000|26.499162000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|382|0x000035a6|1|0|0||0|0||64|6|192.168.143.43|104.17.128.1||||0|0|0|1|1|0|0|0|0|0|17030301512f413be20993d8b559836c53eebd9431cba6035aa8d8837946617eb50a1329aa67c0ccfdd699fe5162185a454b8d967b345a712de397656f8eb99193ee2d36d2e7f4fec0d9576ac26191cb55ed64510402cbba46527f37fa7fa9ad6264c86a43b3f0b99eca349c612dc69db0f672ac9e1d82b303429c8175b51b6823be4f438fd5a769ba5a6687bbff20b26d76cc516927e096309bf5f85eb9872f4d8dda4279b60b47f9b845ce07f673557239bdfa8a3aa2af7921f5335be880eb7e3c13b11f177c6b37c8afae312ba35171ba6ec5caf9230d7b019bb2d708052b137e86ced3f9ba5e5ebd0359eb073577176cfbca445654b3974eee7ae51229ae05e269c535ead1053469ebaf81cad787e311f64dbdc8b3de56311ae0f0edd66a3bdbd400ce8aa5d038d648948a1ab96f2574cb3c4133b97e88dcfff44c1a0d04649be9c0bf0b1d65fb655d7d882a3201c921ae37eb67|342|396
30|Feb 24, 2020 16:11:16.526930000 CST|0.004051000|26.503213000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|40|0x0000cd7f|1|0|0||0|0||55|6|104.17.128.1|192.168.143.43||||0|0|0|1|0|0|0|0|0|0||0|54
31|Feb 24, 2020 16:11:16.877630000 CST|0.350700000|26.853913000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|745|0x0000cd80|1|0|0||0|0||55|6|104.17.128.1|192.168.143.43||||0|0|0|1|1|0|0|0|0|0|17030302bc0000000000000001c1e93c0b00d4045b93b68077bcf59252eb8ccce3f04312c92dbd9dae2172e25c945436da21760dd4c0f527f33e3fe012817a78ecff130d5768894eb9524e9d3573d20408bcb0be3aadcb987b941ac70984d0738208483166215ba93da4b2ecb1c577cee6106efcf3eb07e04d75ee9e1873681dfb7ad1283b618ea3452fcc9ee1122ec9a0bfdb6f8c90abbe28671a368b620f73f21adad282cd5d439e51d411445873a72c337ebc08e161d37575674c78d4a9cfea6911a29d2fd79e365a5ed0f68a4ff1abd3ea5215f6814cab36b968e2130338d7b2be52f7bd4bcd40d1347134c3b6505d73ed186a0333071dbfffc6537894c1079ce97bb70087da1ae5a2a7151710ee38cddaa1028ad6de683dceaee6d15643adf3c68fe0c1fbf0e79cb8a2e49812bfbab5e24931036f19f850475ca0bd744630cb3ebaf1d75c2c3a6895cff34b187e29f86c28cc3c8f51d9e69f7b70c5637487533914f7aff96b963652680f310e02d1bd05b1d0da7493f2bc79f91e53d9100ff15cb211beca391873bdee8f8512a83d960d08ef0e55a09e79f07966d10edf99cb78fc5ac37c34836e28d257604b46a3099389f1976feb94fa3afcdd194a42d4497f556591511599c1c658a5aabe986fcc50f68459c522315985acccd9c1b5e01f4e9b64de95f4205654a0fb37dcbe6c6cb485a5121613022852af471a2f3ae7a100bf8c66ab832d4da7768a954621720858fbcd94dc125204fc9565a7101aa12d88ebe44e32e93cb067bb92f85644b8cf7f3f5dd3365fea60622bdde051a0477bcdf3cfc843266d49f1eae98a6f1247cb3ff5a31f77ee40811d266a76360bcd0735aa38d645fd10b993c4981a04a968fbc785ee9c37abb41ebd390227fc3788344ba754315ba827207bc3f84d6bdf101d5d6b6829bf0d407489b044493cba35fe3acfd4ab8c38ccec4b44a88dc912e2e1cd389c5c36de6e9e4d25378057c08e|705|759
32|Feb 24, 2020 16:11:16.941617000 CST|0.063987000|26.917900000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|71|0x000035a7|1|0|0||0|0||64|6|192.168.143.43|104.17.128.1||||0|0|0|1|1|0|0|0|0|0|150303001a2f413be20993d8b65a960e2d2322d384cceb553ff244f3c913f6|31|85
33|Feb 24, 2020 16:11:16.946477000 CST|0.004860000|26.922760000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|40|0x0000cd81|1|0|0||0|0||55|6|104.17.128.1|192.168.143.43||||0|0|0|1|0|0|0|0|0|0||0|54
34|Feb 24, 2020 16:11:16.949513000 CST|0.003036000|26.925796000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|40|0x000035a8|1|0|0||0|0||64|6|192.168.143.43|104.17.128.1||||0|0|0|1|0|0|0|1|0|0||0|60
35|Feb 24, 2020 16:11:16.958422000 CST|0.008909000|26.934705000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|40|0x0000cd82|1|0|0||0|0||55|6|104.17.128.1|192.168.143.43||||0|0|0|1|0|0|0|1|0|0||0|54
36|Feb 24, 2020 16:11:16.961744000 CST|0.003322000|26.938027000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|40|0x000035a9|1|0|0||0|0||64|6|192.168.143.43|104.17.128.1||||0|0|0|1|0|0|0|0|0|0||0|60
37|Feb 24, 2020 16:11:17.305136000 CST|0.343392000|27.281419000|Wisol_39:25:6e|Broadcast|70:2c:1f:39:25:6e|ff:ff:ff:ff:ff:ff|0x00000806|||||||||||||||||||||||||||||||60
38|Feb 24, 2020 16:11:17.305231000 CST|0.000095000|27.281514000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000806|||||||||||||||||||||||||||||||42
