frame.number|frame.time|frame.time_delta|frame.time_relative|eth.src_resolved|eth.dst_resolved|eth.src|eth.dst|eth.type|ip.version|ip.hdr_len|ip.len|ip.id|ip.flags.df|ip.flags.mf|ip.flags.rb|ip.flags.sf|ip.dsfield.dscp|ip.dsfield.ecn|ip.tos|ip.ttl|ip.proto|ip.src|ip.dst|udp.srcport|udp.dstport|udp.length|tcp.flags.cwr|tcp.flags.ecn|tcp.flags.urg|tcp.flags.ack|tcp.flags.push|tcp.flags.reset|tcp.flags.syn|tcp.flags.fin|tcp.flags.res|tcp.flags.ns|tcp.payload|tcp.len|frame.len
11|Feb 24, 2020 16:20:50.548885000 CST|3.837395000|9.129335000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|293|0x000036d3|1|0|0||0|0||64|6|192.168.143.43|52.14.6.98||||0|0|0|1|1|0|0|0|0|0|17030300ec000000000000007807a08434c46582ae06cba0d2f0617164a54b375f92be165fc22ea61e787bf41d72868705ce9e67506ddf40afeb69a525fa921e57f1d134170bde1037d3310762d78dfc198bda2904fcebf220275114d6377c2fecf5d751c49171a50207aa0b9d45d27e26fb72880be2bee1081cc0d3b40f792e2c49e5bf874d2ad3e10d0b80eeb10242e43904715219112e6942e4a732b6284753ff211616cdbdf39ccaaa0ef09ac8c2fe9069b23814eb4cd97f365e0d97209102d750a6d29f4d42e7e200a326f61f83326ace1e0bc6023c9db9b379a0e1a4034335f3a06f092c15605407c9e5f048cfbd|241|307
12|Feb 24, 2020 16:20:50.611550000 CST|0.062665000|9.192000000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|52|0x00003497|1|0|0||0|0||226|6|52.14.6.98|192.168.143.43||||0|0|0|1|0|0|0|0|0|0||0|66
13|Feb 24, 2020 16:20:50.615088000 CST|0.003538000|9.195538000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|160|0x000036d4|1|0|0||0|0||64|6|192.168.143.43|52.14.6.98||||0|0|0|1|1|0|0|0|0|0|17030300670000000000000079aff0795fdb87e9c21f9eeb89c3565ac778d3e4e390f8a301648b6b3d1f4894db7b2cf2df63fb0f030a9b25259b735bb718e001274c8023fdc6795b8f98c20300480910417bb3de0ad25729d86ec4dbebbfa1cf0ebffa32f7beb151b54f0219|108|174
14|Feb 24, 2020 16:20:50.635020000 CST|0.019932000|9.215470000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|52|0x00003498|1|0|0||0|0||226|6|52.14.6.98|192.168.143.43||||0|0|0|1|0|0|0|0|0|0||0|66
15|Feb 24, 2020 16:20:51.974251000 CST|1.339231000|10.554701000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|102|0x00008d39|1|0|0||0|0||64|6|192.168.143.43|52.196.247.117||||0|0|0|1|1|0|0|0|0|0|170303002daae8516db6c45871ec94be63a90309a34ba0b246bee0fc16fad7e1ec0c46cc2cd1258d2d4795f6d9f786212cf4|50|116
16|Feb 24, 2020 16:20:52.123430000 CST|0.149179000|10.703880000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|98|0x0000e10a|1|0|0||0|0||38|6|52.196.247.117|192.168.143.43||||0|0|0|1|1|0|0|0|0|0|1703030029000000000000003305f5be8008d9c1d59c2122faf5b9be2743f45c30b21f28438f747c4647d8c4931f|46|112
17|Feb 24, 2020 16:20:52.127098000 CST|0.003668000|10.707548000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|52|0x00008d3a|1|0|0||0|0||64|6|192.168.143.43|52.196.247.117||||0|0|0|1|0|0|0|0|0|0||0|66
18|Feb 24, 2020 16:20:55.880293000 CST|3.753195000|14.460743000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|116|0x000036d5|1|0|0||0|0||64|6|192.168.143.43|52.14.6.98||||0|0|0|1|1|0|0|0|0|0|170303003b000000000000007aac7e3851a7f98b9b0e8c7e414ed242ba5d0f84fd9603a0d258601a2f93811c57766f03941fadfd34eb31b9626e803830cb815b|64|130
19|Feb 24, 2020 16:20:55.899885000 CST|0.019592000|14.480335000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|52|0x00003499|1|0|0||0|0||226|6|52.14.6.98|192.168.143.43||||0|0|0|1|0|0|0|0|0|0||0|66
20|Feb 24, 2020 16:20:55.900286000 CST|0.000401000|14.480736000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|91|0x0000349a|1|0|0||0|0||226|6|52.14.6.98|192.168.143.43||||0|0|0|1|1|0|0|0|0|0|1703030022000000000000004b064eb535649aae56756a4ca73cb392293e26fa39eb9a47475f15|39|105
21|Feb 24, 2020 16:20:55.905133000 CST|0.004847000|14.485583000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|52|0x000036d6|1|0|0||0|0||64|6|192.168.143.43|52.14.6.98||||0|0|0|1|0|0|0|0|0|0||0|66
22|Feb 24, 2020 16:20:57.297780000 CST|1.392647000|15.878230000|Wisol_39:25:6e|Broadcast|70:2c:1f:39:25:6e|ff:ff:ff:ff:ff:ff|0x00000806|||||||||||||||||||||||||||||||60
23|Feb 24, 2020 16:20:57.297862000 CST|0.000082000|15.878312000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000806|||||||||||||||||||||||||||||||42
24|Feb 24, 2020 16:20:59.053349000 CST|1.755487000|17.633799000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|294|0x000036d7|1|0|0||0|0||64|6|192.168.143.43|52.14.6.98||||0|0|0|1|1|0|0|0|0|0|17030300ed000000000000007b3e8b3a6d8555e6302a5a1d5029b5707cd1fa91b245ef1eeced75e63595006e423a60a922ca59ece1e18d549d92dc7451ee832c1bb7ba1fb6178f71d4049024b805ad45bb5e398a48b31ad2ea627d749b3b5b2d39fcd94786a14a14d28613930b3142a39ca39ca979fca98a1a2fc11decf034c8826d7816a72d2855fcbe6994758b2bd0de27b40f5309f6e09f7417a86d9585793d5a41d9a1dc1b4003454553fe4a86ce42a9e70db4ec1d616aaa5d1cf384d9d2214d86482b940609f7524dc725f810197e305f14aaa9ef9b1854e8c0533dd09df9c40628fdf0ce7bad9df4710faf240dd443|242|308
25|Feb 24, 2020 16:20:59.115412000 CST|0.062063000|17.695862000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|52|0x0000349b|1|0|0||0|0||226|6|52.14.6.98|192.168.143.43||||0|0|0|1|0|0|0|0|0|0||0|66
26|Feb 24, 2020 16:20:59.120160000 CST|0.004748000|17.700610000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|162|0x000036d8|1|0|0||0|0||64|6|192.168.143.43|52.14.6.98||||0|0|0|1|1|0|0|0|0|0|1703030069000000000000007c3ba58c58c9b2910d7b6fe38ffbf4a117a79ae8aac0c9786c65ffcdf3b945c33352713d844034f41080e3f436ad3ec0cbfb3cb7ccb16806cfffdefc542660ec5438d8f7a4c7c188651a87b5f63fe7716cd4316abd8d54f76cc4c14d89cb35b620b2|110|176
27|Feb 24, 2020 16:20:59.140022000 CST|0.019862000|17.720472000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|52|0x0000349c|1|0|0||0|0||226|6|52.14.6.98|192.168.143.43||||0|0|0|1|0|0|0|0|0|0||0|66
28|Feb 24, 2020 16:21:03.996760000 CST|4.856738000|22.577210000|Wisol_39:25:6e|IPv4mcast_fb|70:2c:1f:39:25:6e|01:00:5e:00:00:fb|0x00000800|4|20|229|0x000035a2|1|0|0||0|0||255|17|192.168.143.43|224.0.0.251|5353|5353|209|||||||||||||243
29|Feb 24, 2020 16:21:04.996952000 CST|1.000192000|23.577402000|Wisol_39:25:6e|IPv4mcast_fb|70:2c:1f:39:25:6e|01:00:5e:00:00:fb|0x00000800|4|20|229|0x00003687|1|0|0||0|0||255|17|192.168.143.43|224.0.0.251|5353|5353|209|||||||||||||243
30|Feb 24, 2020 16:21:07.308255000 CST|2.311303000|25.888705000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|66|0x00001c5b|1|0|0||0|0||64|17|192.168.143.43|8.8.8.8|44180|53|46|||||||||||||80
31|Feb 24, 2020 16:21:07.308537000 CST|0.000282000|25.888987000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|66|0x00001c5c|1|0|0||0|0||64|17|192.168.143.43|8.8.8.8|45438|53|46|||||||||||||80
32|Feb 24, 2020 16:21:07.339015000 CST|0.030478000|25.919465000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|229|0x0000fdf6|0|0|0||0|0||118|17|8.8.8.8|192.168.143.43|53|44180|209|||||||||||||243
33|Feb 24, 2020 16:21:07.348311000 CST|0.009296000|25.928761000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|183|0x000096e5|0|0|0||0|0||117|17|8.8.8.8|192.168.143.43|53|45438|163|||||||||||||197
34|Feb 24, 2020 16:21:07.350589000 CST|0.002278000|25.931039000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|60|0x000088e6|1|0|0||0|0||64|6|192.168.143.43|52.10.224.104||||0|0|0|0|0|0|1|0|0|0||0|74
35|Feb 24, 2020 16:21:07.399966000 CST|0.049377000|25.980416000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|60|0x00000000|1|0|0||0|0||230|6|52.10.224.104|192.168.143.43||||0|0|0|1|0|0|1|0|0|0||0|74
36|Feb 24, 2020 16:21:07.403335000 CST|0.003369000|25.983785000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|52|0x000088e7|1|0|0||0|0||64|6|192.168.143.43|52.10.224.104||||0|0|0|1|0|0|0|0|0|0||0|66
37|Feb 24, 2020 16:21:07.427463000 CST|0.024128000|26.007913000|Wisol_39:25:6e|Nvidia_e4:08:c5|70:2c:1f:39:25:6e|00:04:4b:e4:08:c5|0x00000800|4|20|569|0x000088e8|1|0|0||0|0||64|6|192.168.143.43|52.10.224.104||||0|0|0|1|1|0|0|0|0|0|1603010200010001fc0303e54aa3b011309e5c6d01687f5bb636f8f06289f4fb423e0672e473856bf19d2600008ac030c02cc028c024c014c00a00a500a300a1009f006b006a006900680039003800370036c032c02ec02ac026c00fc005009d003d0035c02fc02bc027c023c013c00900a400a200a0009e00670040003f003e0033003200310030009a009900980097c031c02dc029c025c00ec004009c003c002f0096c012c008001600130010000dc00dc003000a00ff010001490000001900170000146170692e73616d73756e67636c6f75642e636f6d000b000403000102000a001c001a00170019001c001b0018001a0016000e000d000b000c0009000a000d0020001e060106020603050105020503040104020403030103020303020102020203000f000101337400000010000b000908687474702f312e31001500c400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000|517|583
38|Feb 24, 2020 16:21:07.476060000 CST|0.048597000|26.056510000|Nvidia_e4:08:c5|Wisol_39:25:6e|00:04:4b:e4:08:c5|70:2c:1f:39:25:6e|0x00000800|4|20|52|0x00007400|1|0|0||0|0||230|6|52.10.224.104|192.168.143.43||||0|0|0|1|0|0|0|0|0|0||0|66
