IAT,0.5,0.5,0.9565217391304348,0.9230769230769231
SIZE,0.875,0.9375,0.8958333333333333,0.5416666666666666
IAT_SIZE,0.5,0.8125,0.825,0.5
STATS,0.6212121212121212,0.643939393939394,0.7575757575757575,0.8863636363636364
FFT-IAT,0.625,0.5,0.787878787878788,0.893939393939394
FFT-IAT_SIZE,0.5,0.8333333333333334,0.8712121212121213,0.5
FFT-SIZE,0.5,0.9761904761904762,0.9761904761904762,0.9285714285714286
